gid,district_code,district_name,kad_nomer,address_ru,shape_area,squ,land_id,rka,source_srs
351985,02024,Айтекебийский (02-024),02024002007,"обл. Актюбинская, р-н Айтекебийский, с.о. Кумкудыкский, с. Кумкудык",2988354.4926682,2991000,,,EPSG:32641
351986,02024,Айтекебийский (02-024),02024006169,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов, ул. Желтоксан, д. 6",764.537305912774,764,,0201300048922107,EPSG:32641
351990,02024,Айтекебийский (02-024),02024025421,"обл. Актюбинская, р-н Айтекебийский, с.о. Жамбылский, с. Жамбыл, ул. Абая Кунанбаева, уч. 14",626.741625863453,628,,2201300043466993,EPSG:32641
351991,02024,Айтекебийский (02-024),02024025042,"обл. Актюбинская, р-н Айтекебийский, с.о. Жамбылский, с. Жамбыл, ул. Абая Кунанбаева, д. 29",1992.99956967538,2000,,0201500033768435,EPSG:32641
351992,02024,Айтекебийский (02-024),02024005998,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов, ул. Мукагали Макатаева, д. 27",1039.63947981468,1039,,0201300330437509,EPSG:32641
351994,02024,Айтекебийский (02-024),02024006945,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов, ул. Кайрансуат, уч. 28В",999.882684186756,1000,,2201800150292877,EPSG:32641
351995,02024,Айтекебийский (02-024),020240061072,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов, ул. Кайрансуат, уч. 28Б",1940.04520671878,1940,,2201800138083979,EPSG:32641
351996,02024,Айтекебийский (02-024),02024025288,"Актюбинская область Айтекебийский район, Жамбылский с/о, с. Жамбыл, ул. Ярославская, д. Дом №",537.014255242251,540,,,EPSG:32641
351997,02024,Айтекебийский (02-024),020240051312,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов, ул. Мукагали Макатаева, ст-е 25Б",40.0264222296807,40,,0202300022520994,EPSG:32641
351998,02024,Айтекебийский (02-024),02024036038,"обл. Актюбинская, р-н Айтекебийский, с.о. Карабутакский, с. Белкопа, зимовка Куйбышев, уч. 1",2103.89808292924,2100,,2201800149619079,EPSG:32641
351999,02024,Айтекебийский (02-024),02024005759,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов, ул. Береке, д. 19",1177.65921065339,1176,,0201500030646231,EPSG:32641
352000,02024,Айтекебийский (02-024),02024002154,"обл. Актюбинская, р-н Айтекебийский, с.о. Кумкудыкский, с. Кумкудык",8456472.7089606,8460000,,,EPSG:32641
352001,02024,Айтекебийский (02-024),02024038282,"обл. Актюбинская, р-н Айтекебийский",4059592.33264281,4060026,,,EPSG:32641
352002,02024,Айтекебийский (02-024),02024002774,"обл. Актюбинская, р-н Айтекебийский",14036008.2137533,14090000.0,,,EPSG:32641
352003,02024,Айтекебийский (02-024),020240071010,"обл. Актюбинская, р-н Айтекебийский",1663536.58725497,1670000,,,EPSG:32641
352004,02024,Айтекебийский (02-024),020240071008,"обл. Актюбинская, р-н Айтекебийский",5123215.71723677,5120000,,,EPSG:32641
352005,02024,Айтекебийский (02-024),020240071007,"обл. Актюбинская, р-н Айтекебийский",23356924.3296268,23360000.0,,,EPSG:32641
352006,02024,Айтекебийский (02-024),020240071006,"обл. Актюбинская, р-н Айтекебийский",1755699.5830066,1750000,,,EPSG:32641
352007,02024,Айтекебийский (02-024),02024007658,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов",779783.702413257,780000,,,EPSG:32641
352008,02024,Айтекебийский (02-024),02024007661,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов",509870.509856955,510000,,,EPSG:32641
352010,02024,Айтекебийский (02-024),02024034974,"обл. Актюбинская, р-н Айтекебийский, с.о. Карабутакский",6002.28661945703,6000,,,EPSG:32641
352011,02024,Айтекебийский (02-024),02024036539,"обл. Актюбинская, р-н Айтекебийский, с.о. Карабутакский, с. Карабутак, уч. кв. 7, д. 1",10004889.5732845,10000000.0,,0202247076097752,EPSG:32641
352014,02024,Айтекебийский (02-024),02024007667,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов",1069627.74867716,1070000,,,EPSG:32641
352015,02024,Айтекебийский (02-024),02024001019,"Актюбинская область, Айтекебийский район, Кумкудыкский сельский округ, село Кумкудук, улица Байтаза, №5",133.822787206529,134,,,EPSG:32641
352016,02024,Айтекебийский (02-024),02024001020,"Актюбинская область, Айтекебийский район, Кумкудыкский сельский округ, село Кумкудук, улица Байтаза, №5",3083.535755242,3219,,,EPSG:32641
352017,02024,Айтекебийский (02-024),02024007962,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов",11146341.3080554,11150000.0,,,EPSG:32641
352018,02024,Айтекебийский (02-024),02024034903,"обл. Актюбинская, р-н Айтекебийский, с.о. Карабутакский, с. Карабутак, ул. Б.Момышулы, д. 37",1033.69044961893,1033,,0201300046107705,EPSG:32641
352019,02024,Айтекебийский (02-024),020240051051,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов, ул. Алиби Жангельдина, д. 2",1087.31310692486,1087,,0201300329598908,EPSG:32641
352020,02024,Айтекебийский (02-024),020240051052,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов, ул. Алиби Жангельдина, уч. 2А",36.49064549751,36,,2201600087915506,EPSG:32641
352021,02024,Айтекебийский (02-024),020240051053,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов, ул. Отебая Канахина, д. 20",990.258234872623,990,,0201300045942502,EPSG:32641
352022,02024,Айтекебийский (02-024),020240051054,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов, ул. Отебая Канахина, уч. 20Г",77.2009451487017,77,,2201600086305607,EPSG:32641
352024,02024,Айтекебийский (02-024),020240071030,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов",3234048.74518624,3235000,,,EPSG:32641
352025,02024,Айтекебийский (02-024),02024023017,"Актюбинская обл., Айтекебийский р-н., Комсомольский с/о, с. Талдысай, На землях ПК ""Щербаковский"" ориен.мест. уч. Крестьянское хозяйство ""Ак - тота """,2163468.60788254,2160000,,,EPSG:32641
352026,02024,Айтекебийский (02-024),02024023270,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Темирбек Жургенов",1059870.81666524,1060000,,,EPSG:32641
352027,02024,Айтекебийский (02-024),02024007503,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов",909734.536843151,910000,,,EPSG:32641
352029,02024,Айтекебийский (02-024),02024035631,"обл. Актюбинская, р-н Айтекебийский, с.о. Карабутакский, с. Енбекту, ул. Нурман Алдекешов, д. 5",885.994813271928,886,,0201600048916895,EPSG:32641
352030,02024,Айтекебийский (02-024),02024022466,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов, с. Талдысай, ул. Шохана Уалиханова, д. 9",1290.77523963935,1291,,0201300243237105,EPSG:32641
352031,02024,Айтекебийский (02-024),020240071054,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов",3089193.58706756,3090000,,,EPSG:32641
352032,02024,Айтекебийский (02-024),02024007965,"обл. Актюбинская, р-н Айтекебийский, с.о. Темирбек Жургенов",489894.037654797,490000,,,EPSG:32641
352033,02024,Айтекебийский (02-024),02024034827,"обл. Актюбинская, р-н Айтекебийский, с.о. Карабутакский, с. Карабутак, ул. Алиби Жангельдина, д. 50",1000.3903557955,1000,,0201300046078207,EPSG:32641
352034,02024,Айтекебийский (02-024),02024026471,"обл. Актюбинская, р-н Айтекебийский, с.о. Жамбылский",220017.155000628,220000,,,EPSG:32641
352035,02024,Айтекебийский (02-024),02024026470,"обл. Актюбинская, р-н Айтекебийский, с.о. Жамбылский",249900.540904257,250000,,,EPSG:32641
352036,02024,Айтекебийский (02-024),02024034021,"Актюбинская область, Айтекебийский район, село Карабутак, улица Б.Момышулы, дом №49, квартира 2",1016.73750097066,1017,,,EPSG:32641
352037,02024,Айтекебийский (02-024),02024034990,"обл. Актюбинская, р-н Айтекебийский, с.о. Карабутакский, с. Карабутак, ул. Б.Момышулы, д. 51",1210.75665774383,1211,,0201300228719102,EPSG:32641
352038,02024,Айтекебийский (02-024),02024025196,"обл. Актюбинская, р-н Айтекебийский, с.о. Жамбылский, с. Жамбыл, ул. Иргиз, д. 2, кв. 1",1718.852389142,1719,,1202100140827752,EPSG:32641
352039,02024,Айтекебийский (02-024),02024012166,"обл. Актюбинская, р-н Айтекебийский, с.о. Жабасакский, с. Байжанкол, ул. Абая Кунанбаева, д. 2",2490.37499372086,2492,,0201300046055900,EPSG:32641
352040,02024,Айтекебийский (02-024),02024001785,"обл. Актюбинская, р-н Айтекебийский, с.о. Кумкудыкский, с. Кумкудык, уч. кв. 05, д. 1",999.291162490965,1000,,0202100371413084,EPSG:32641
352042,02024,Айтекебийский (02-024),02024026417,"обл. Актюбинская, р-н Айтекебийский, с.о. Жамбылский",3700914.25017656,3700000,,,EPSG:32641
352043,02024,Айтекебийский (02-024),02024026418,"обл. Актюбинская, р-н Айтекебийский, с.о. Жамбылский",10002268.0500886,10000000.0,,,EPSG:32641
352044,02024,Айтекебийский (02-024),02024034538,"обл. Актюбинская, р-н Айтекебийский, с.о. Карабутакский, с. Карабутак, ул. Айтеке Би, д. 37",1822.46816180664,1822,,0201300048977800,EPSG:32641
352045,02024,Айтекебийский (02-024),02024034531,"обл. Актюбинская, р-н Айтекебийский, с.о. Карабутакский, с. Карабутак, ул. Б.Момышулы, д. 28",806.735339515719,807,,0201300046106807,EPSG:32641
